DrugBankID	Targets	Fullname
DB02573	5682	2'-Deoxycytidine-2'-Deoxyadenosine-3',5'-Monophosphate
DB02574	2723	BV2
DB02576	3224	F-Loop of Vitamin B12
DB02577		Mesoheme
DB02578	2461	Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanyl-D-Alanine
DB02579	3687	Acrylic Acid
DB02580	6804, 6811, 6812, 6813, 6814, 6815, 6816, 6817, 6818, 6819, 6820	1-(2-Methoxy-Ethoxy)-2-{2-[2-(2-Methoxy-Ethoxy]-Ethoxy}-Ethane
DB02581	1575	5-[2,3-Dichloro-4-(5-{1-[2-(2-Guanidino-4-Methyl-Pentanoylamino)-Acetyl]-Piperidin-4-Yl}-1-Methyl-1h-Pyrazol-3-Yl)-Phenoxymethyl]-Furan-2-Carboxylic Acid
DB02582		D-(L-a-Aminoadipoyl)-L-Cysteinyl-D-Isodehydrovaline
DB02583	365	N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine
DB02585	2886	4-(Hydroxymethyl)Benzamidine
DB02586	2443	4,7-Dimethyl-[1,10]Phenanthroline
DB02587	6233, 6232, 6234	Forskolin
DB02588	2478	Moxalactam Derivative
DB02589	291	Se-Ethyl-Isoselenourea
DB02590	2372	Abequose
DB02591	2264	5,6-Dimethylbenzimidazole
DB02592	3081	Carbaphosphonate
DB02593	2243	7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid
DB02594	3690, 7149, 4773	2'-Deoxycytidine
DB02595	3691, 2876	Bulgecin A
DB02596	2644, 2532, 2885, 2910, 3333, 4655, 4774, 4775, 4776	Alpha,Beta-Methyleneadenosine-5'-Triphosphate
DB02597	2457, 294, 6285	[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala
DB02598	3943	N-Alpha-Acetyl-3,5-Diiodotyrosylglycine
DB02599	2561	2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One
DB02600	3026	5-N-Acetyl-3-(1-Ethylpropyl)-1-Cyclohexene-1-Carboxylic Acid
DB02601		4-Hydroxyphenylglycine
DB02602	357	AL7182
DB02603	2240	1-Amino-6-Cyclohex-3-Enylmethyloxypurine
DB02604	1152	2-Deoxy-Glucose-6-Phosphate
DB02606	3446	2-Butanol
DB02607	5294	Adenosine Phosphonoacetic Acid
DB02608	2718	N-Acetyl-P-Nitrophenylserinol
DB02609	2879	4-Hydroxy-L-Threonine-5-Monophosphate
DB02610	357	N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide
DB02611	6263	Balanol Analog 1
DB02613	2427, 424, 3259, 6530	Decylamine-N,N-Dimethyl-N-Oxide
DB02614	2858, 6396	1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid
DB02615	687, 136	Compound 19
DB02616	3957	FR117016
DB02617	2298	1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane
DB02618		Ethyl Dimethyl Ammonio Propane Sulfonate
DB02619		Bromo-Dodecanol
DB02620	687	Sp7343-Sp7964
DB02621	3822, 6666, 4450	Latrunculin A
DB02622	687	2-(Oxalyl-Amino)-Benzoic Acid
DB02623	7128	Aminophosphonic Acid-Guanylate Ester
DB02624	827	Homoserine Lactone
DB02625	4780	(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid
DB02626	2427	Phenylferricrocin-Iron
DB02627	2478	4,4'-Biphenyldiboronic Acid
DB02628	2042	1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide
DB02629	3722	Inhibitor Bea403
DB02630	2303	L-Xylitol 5-Phosphate
DB02631	3936	5-Chloro-6-[(2-Iminopyrrolidin-1-Yl)Methyl]Pyrimidine-2,4(1h,3h)-Dione
DB02632	2560, 2592	1-O-[P-Nitrophenyl]-Beta-D-Galactopyranose
DB02633	2157, 904	Cibacron Blue
DB02635	795	N-[O-Phosphono-Pyridoxyl]-Isoleucine
DB02636	6270	9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid
DB02637	6969, 3445, 1124, 2983, 4781	Oxaloacetate Ion
DB02638	322, 850, 185	Terlipressin
DB02639		4-Methylumbelliferyl-Alpha-D-Glucose
DB02640	2795	Fumagillin
DB02641	3399	Heptanamide
DB02642	2858, 6396, 332	[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate
DB02643	2864, 5841, 3939	N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate
DB02644	7, 76	N-Omega-Propyl-L-Arginine
DB02645	3365	3,4-Epoxybutyl-Alpha-D-Glucopyranoside
DB02646	6977	Nitrosoethane
DB02647	2240	N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide
DB02648	551, 412	(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium
DB02649	4600	3-Amino-3-Oxopropanoic Acid
DB02650		Tri-Chloro-Acetaldehyde
DB02651	687	{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)
DB02652	6255	L-[(N-Hydroxyamino)Carbonyl]Phenylalanine
DB02653	2298	Delta-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C2-Adamantane Ruthenium (Ii)
DB02654		6-Hydroxy-Flavin-Adenine Dinucleotide
DB02655	2457, 2791	D-Aspartic Acid
DB02656	2347, 2404	2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One
DB02657	2597, 3072	Glucosamine 6-Phosphate
DB02658	3289	2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside
DB02659	1591, 517, 3809, 3587, 6489, 371, 5793, 6490, 6491, 6492, 6493, 6494, 6495, 6496, 6497, 6498, 6499, 6500, 4604, 6502, 2540	Cholic Acid
DB02660	541	Filaminast
DB02661	5278	Adenosine-5'-Diphosphate-2',3'-Vanadate
DB02662	687	Novo Nordisk a/S Compound
DB02663	3426	2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid
DB02664	2544	1-Butane Boronic Acid
DB02665	3176	Trans-2-Phenylcyclopropylamine
DB02666	2632	(C8-R)-Hydantocidin 5'-Phosphate
DB02667	4782	Factor IIIm
DB02668	864	Je-2147, Ag1776, Kni-764
DB02669	2457, 6285	RB106
DB02670	2523, 7091	4-Deoxy-Alpha-D-Glucose
DB02671	6977, 2915	1-Methylimidazole
DB02673	474	(4ar,6s,8ar)-11-[8-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4ah-[1]Benzofuro[3a,3,2-Ef][2]Benzazepin-11-Ium
DB02674	3027	4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid
DB02675		(4-Hydroxymaltosephenyl)Glycine
DB02676	2358	2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol
DB02677	2548	D-Naphthyl-1-Acetamido Boronic Acid Alanine
DB02678	1503	2-Deoxy-2-Aminogalactose
DB02679	357	Cyanamide
DB02680	3480	Dinitrophenylene
DB02681	7062, 2257	Meta Vanadate
DB02682	2632	2-Deamino-6-Deoxy-6thiophosphite-5'-Phosphate Guanosine
DB02683	3722	Inhibitor Bea428
DB02684	210	5'-O-(N-(L-Cysteinyl)-Sulfamoyl)Adenosine
DB02685	1233	3-Methylphenylalanine
DB02686	2631	Undecyl-Beta-D-Maltopyranoside
DB02687	2860, 3026, 2998, 3437, 3480, 6131, 2207, 20, 3923, 4783, 4784, 4785, 4787, 7113	Beta-D-Mannose
DB02688	4551	2,3-Didehydroalanine
DB02689	315	S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine
DB02690	3126	NU1025
DB02691	3587	N-Cholylglycine
DB02692	828, 291, 76, 7	(6r,1'r,2's)-5,6,7,8 Tetrahydrobiopterin
DB02693	2333	(4s,5s)-1,2-Dithiane-4,5-Diol
DB02694	2532	Pantoyl Adenylate
DB02695	3444	O1-Pentyl-Mannose
DB02696	287	6-Aminohexyl-Uridine-C1,5'-Diphosphate
DB02697	1330, 1926	Hydroxyaminovaline
DB02698		N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid
DB02699		4-Oxoretinol
DB02700	2427	3-Deoxy-D-Glucosamine
DB02701	3404, 473, 3126, 5766, 2290	Nicotinamide
DB02702	2901	XV638
DB02703	3270, 3278, 2808	Fusidic Acid
DB02704	3722	(2r,3r,4r,5r)-3,4-Dihydroxy-N,N'-Bis[(1s,2r)-2-Hydroxy-2,3-Dihydro-1h-Inden-1-Yl]-2,5-Bis(2-Phenylethyl)Hexanediamide
DB02705	1074	6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine
DB02706	2840	Mercaptocarboxylate Inhibitor
DB02707		Pentyl Trihydrogen Diphosphate
DB02709	243, 2236, 20, 290	Resveratrol
DB02710	1782	2,3,-Dihydroxybenzoylserine
DB02711	2333	4-{2,6,8-Trioxo-9-[(2s,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate
DB02712	822	Sorbinil
DB02713	2893	Acetylamino-Acetic Acid
DB02714	5682	3'-Uridinemonophosphate
DB02715	136	Compound 18
DB02716	1286	7-Methyl-Guanosine-5'-Triphosphate
DB02717	4791	Cellotetraose
DB02718	3342, 3682	5-Formyl-6-Hydrofolic Acid
DB02719	1152	C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide
DB02720	1152	Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide
DB02721	3411, 517, 444, 251	4-Iodopyrazole
DB02722	4792	4-O-Methyl-Beta-D-Glucuronic Acid
DB02723	54	4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide
DB02724	2520, 2427	Delta-2-Albomycin A1
DB02725	2758	2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid
DB02726	3192, 3309, 6346, 98, 3417, 3467, 7060, 3443, 3676, 52, 2314, 2904, 6970	2-Phosphoglycolic Acid
DB02727	76	N-Butyl-N'-Hydroxyguanidine
DB02728	3384	7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester
DB02729	2901	SD146
DB02730	6967	4-Methylthio-Alpha-D-Mannose
DB02731	4003, 6563	Thimerosal
DB02732		Nicotinamide Adenine Dinucleotide Acetone Adduct
DB02733	3321, 3959, 1176, 1714, 2240, 6832	Purvalanol
DB02734	4559, 4560	4-Deoxy-D-Mannuronic Acid
DB02735	2202	2-Amino-3-Oxo-4-Sulfo-Butyric Acid
DB02736	2634	Acetamide
DB02738	4795	Adenosine-5'-Pentaphosphate
DB02740	2537, 6279, 6280, 6281, 5948	3-Indolebutyric Acid
DB02741	162	CD564
DB02742	3258, 5983, 2577	Kifunensine
DB02743	4651	Beta-1,4-Galactobioside
DB02744	3176	RPR131247
DB02745	6944, 3755	Uridine
DB02746	2442	Phthalic Acid
DB02747		N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)Glycyl-L-Arginine-N-Phenylamide
DB02749	3486	Pyromellitic Acid
DB02750	6556	S-(Methylmercury)-L-Cysteine
DB02751	624	N-[Amino(Imino)Methyl]Glycine
DB02752	2626	Tosyl-D-Proline
DB02753	4606	Selenoinosine
DB02754	3456, 1939	9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine
DB02755	7004	1-3 Sugar Ring of Pentamannosyl 6-Phosphate
DB02756		1,2,5,6-Tetrahydro-4h-Pyrrolo(3,2,1-Ij)Quinolin-4-One
DB02757	517	Pyrazole
DB02758	2249, 2537, 6270	Indolylpropionic Acid
DB02759	6252	4-Methylumbelliferyl Chitobiose
DB02760		1,6-Di-O-Phosphono-D-Allitol
DB02761	4134, 4801, 4802, 4803, 4804, 6965, 4806, 3204, 3274, 2748	S-Mercaptocysteine
DB02762	933	RU79072
DB02763	3416, 1379	5-Mercapto-2-Nitro-Benzoic Acid
DB02764	2914, 3382, 3176	Hexane
DB02765	2559	9-Hydroxypropyladenine, R-Isomer
DB02766	3696	(3r)-3-{[(Benzyloxy)Carbonyl]Amino}-2-Oxo-4-Phenylbutane-1-Diazonium
DB02767	2427, 6524, 6527, 4210	3-Hydroxy-Myristic Acid
DB02768	3722	Tert-Butyloxycarbonyl Group
DB02770	2264	7-Alpha-D-Ribofuranosyl-2-Aminopurine-5'-Phosphate
DB02771	3187	Dodecane
DB02772	4810, 4811, 4629, 4812, 4813, 4814, 6952, 4816, 4817, 4748, 4818, 3367, 3822, 2478, 2701, 6252, 2780	Sucrose
DB02773	20	(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid
DB02774	6316, 2281	1,3-Propandiol
DB02775		Benzoic Acid Phenylmethylester
DB02776	4819, 3089	1-Hexadecanosulfonic Acid
DB02777		Diundecyl Phosphatidyl Choline
DB02778	4198	2,5-Anhydroglucitol-1,6-Biphosphate
DB02779	1737	Dodecane-Trimethylamine
DB02780	4820	Beta-3-Cysteine
DB02781		4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate
DB02783	426, 2746	4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate
DB02784	687	N-[4-(2-{2-[3-(2-Bromo-Acetylamino)-Propionylamino]-3-Hydroxy-Propionylamino}-Ethyl)-Phenyl]-Oxalamic Acid
DB02785	4821, 3722	N-[2(S)-Cyclopentyl-1(R)-Hydroxy-3(R)Methyl]-5-[(2(S)-Tertiary-Butylamino-Carbonyl)-4-(N1-(2)-(N-Methylpiperazinyl)-3-Chloro-Pyrazinyl-5-Carbonyl)-Piperazino]-4(S)-Hydroxy-2(R)-Phenylmethyl-Pentanamide
DB02786	3220	2-Anhydro-3-Fluoro-Quinic Acid
DB02787	4384	N-Acetylmannosaminitol
DB02788		S,3-Hydroxybutan-2-One
DB02789	2325	Pregnenolone
DB02790	3461	Phenyl-Uridine-5'-Diphosphate
DB02791	3432	Tetraphenylphosphonium
DB02792		Deglucobalhimycin
DB02793	4528	Isochorismic Acid
DB02794	2689	N-[5'-O-Phosphono-Ribofuranosyl]-2-[2-Hydroxy-2-[4-[Glutamic Acid]-N-Carbonylphenyl]-3-[2-Amino-4-Hydroxy-Quinazolin-6-Yl]-Propanylamino]-Acetamide
DB02795	6500, 6270	P-Anisic Acid
DB02796	277	9-Deazainosine
DB02797	2478	3-Nitrophenylboronic Acid
DB02798	3047	Alpha-Methylene Adenosine Monophosphate
DB02799	3694	N-[2-(1-Maleimidyl)Ethyl]-7-Diethylaminocoumarin-3-Carboxamide
DB02800	367, 3470	5-Hydroxymethylene-6-Hydrofolic Acid
DB02801	3220, 3388	2,3 -Anhydro-Quinic Acid
DB02802	2723	5-Aminocarbonyl-3-Nitrophenyl-Alpha-D-Galactopyranose
DB02803	298	3-Phenyl-1,2-Propandiol
DB02804	2451	A-98881
DB02805	5682	1-(3-O-Phosphono-Beta-L-Arabinofuranosyl)Pyrimidine-2,4(1h,3h)-Dione
DB02806		2-Methoxyethanol
DB02807		D-2-Keto-3-Deoxygalactonate
DB02808		Trifluorofurnesyl Diphosphate
DB02809	2931	Brodimoprim-4,6-Dicarboxylate
DB02810	2708	N-(2-Acetamido)Iminodiacetic Acid
DB02811	3923, 3076	Diethylphosphono Group
DB02812	3176	(2s,4r)-1-Acetyl-N-[(1s)-4-[(Aminoiminomethyl)Amino]-1-(2-Benzothiazolylcarbonyl)Butyl]-4-Hydroxy-2-Pyrrolidinecarboxamide
DB02813	2887, 2033	2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone
DB02814		3'-Deazo-Thiamin Diphosphate
DB02815	2300	Indene
DB02816	2613	7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem
DB02817	2298	5-Exo-Hydroxycamphor
DB02818	921	Iodo-Willardiine
DB02819	2264	Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester
DB02820	350	1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct
DB02821	472	Canaline
DB02822	517	Para-Bromobenzyl Alcohol
DB02823	3453	Phosphonoacetic Acid
DB02824	4823, 3342, 367, 449	N-Pyridoxyl-Glycine-5-Monophosphate
DB02825	474	Methylphosphonic Acid Ester Group
DB02826		Decane
DB02827	687	7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid
DB02828	2356	5-Fluorolevulinic Acid
DB02829	2676	4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid
DB02830	3957	FR236913
DB02831	3694, 989	Dihydrogenphosphate Ion
DB02832	3458	Siroheme
DB02833	2240, 6235	[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine
DB02834	822	IDD552
DB02835	2476, 6971	Alpha-D-Glucose 1,6-Bisphosphate
DB02836	2632, 3107	Guanosine 5'-Diphosphate 2':3'-Cyclic Monophosphate
DB02837	6992	O4-Sulfonylgalactose
DB02838	6645	3,4-Dihydro-2h-Pyrrolium-5-Carboxylate
DB02839	2809, 2769	2,4-Dihydroxybenzoic Acid
DB02840	1939	4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid
DB02841	4629, 2858, 6396	[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid
DB02842		Aminacrine
DB02843	2503, 1152, 4277, 3091, 3101	Alpha-D-Glucose-1-Phosphate
DB02844	3038	S-Adenosyl-1,8-Diamino-3-Thiooctane
DB02845	3454, 3923, 474	Methylphosphinic Acid
DB02846	6654	Thioproline
DB02847		(2s,3r)-1-Amino-2-Methylbutane-2,3-Diol
DB02848	4198	{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol
DB02849	2740	N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate
DB02850	506	(1-Tert-Butyl-5-Hydroxy-1h-Pyrazol-4-Yl)-(6-Methanesulfonyl-4'-Methoxy-2-Methyl-Biphenyl-3-Yl)-Methanone
DB02851	2298	Thiocamphor
DB02852	918	Domoic Acid
DB02853		D-Proline
DB02854	1050, 4824, 3059, 6307	Aetiocholanolone
DB02855	1233	N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline
DB02856	3225	Methyl-Carbamic Acid Ethyl Ester
DB02857	2482, 277, 4825	Guanosine
DB02858	2478	3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid
DB02859	775	Soraphen A
DB02860	2639	Calyculin A
DB02861	357	4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide
DB02862		Gluco-Phenylimidazole
DB02863	2603	Alpha Chlorophyll A
DB02864		Biliverdin Ix Gamma Chromophore
DB02865	2427	Glucosamine 4-Phosphate
DB02866	357	Dansylamide
DB02867	2503	D-Mannose 1-Phosphate
DB02868	465	3''-(Beta-Chloroethyl)-2'',4''-Dioxo-3, 5''-Spiro-Oxazolidino-4-Deacetoxy-Vinblastine
DB02869	3473, 5839	3-Amino-5-Phenylpentane
DB02870	2300	N-Allyl-Aniline
DB02871	517	3-Butylthiolane 1-Oxide
DB02872	1485	Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone
DB02873	1540	1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One
DB02875	3176	CRA_1802
DB02876	2613	3-(4-Carbamoyl-1-Carboxy-2-Methylsulfonyl-Buta-1,3-Dienylamino)-Indolizine-2-Carboxylic Acid
DB02877	229	TTNPB
DB02878	56	3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid
DB02879	3452	2,3-Di-O-Sulfo-Alpha-D-Glucopyranose
DB02880		N-[1-(4-Bromophenyl)Ethyl]-5-Fluoro Salicylamide
DB02881		4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol
DB02882		Cyanocinnoline
DB02883	2909	2',3'-Dideoxycytidine-5'-Monophosphate
DB02884	4828	Beta-Cyclohexyl-Alanine
DB02885	2428	4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine
DB02887	5294	2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Triphosphate
DB02888	768	FKB-001
DB02889	4513	4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose
DB02890	6983, 3056	6-Hydroxyuridine-5'-Phosphate
DB02891		Tricyclazole
DB02892	2900	L-2-Amino-6-Methylene-Pimelic Acid
DB02893	2795, 4829	D-Methionine
DB02894	357	Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester
DB02895	714	3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol
DB02896	3683	Methylthioinosine
DB02897	3463, 3472	Acetylphosphate
DB02898	2240	5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone
DB02899	2626, 6511, 6512, 6513, 6427, 6428, 6514	N-Carboxymethionine
DB02900	2503, 6120, 7004	Alpha-D-Mannose-6-Phosphate
DB02901	217, 146	Dihydrotestosterone
DB02902	1275	3'-Phosphate-Adenosine-5'-Phosphate Sulfate
DB02903	2723	BV3
DB02904	4820	Beta-3-Serine
DB02905	2264	Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester
DB02906	4832	(2s,4s)-Alpha-Campholinic Acid
DB02907	2427	2-Amino-Vinyl-Phosphate
DB02908	933	RU78783
DB02909	3684, 6578	5-(2-Chlorophenyl)Furan-2-Carboxylic Acid
DB02910	7010, 3211, 3185	Octanoyl-Coenzyme A
DB02911	291	2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine
DB02912	4833	Propionyl Coenzyme A
DB02914		(6e)-6-[(2e,4e,6e)-3,7-Dimethylnona-2,4,6,8-Tetraenylidene]-1,5,5-Trimethylcyclohexene
DB02915	2240, 6235	4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine
DB02916		[(2r,3s,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3,4-Dihydroxytetrahydro-2-Furanyl]Methyl Sulfamate
DB02917	2921	N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide
DB02918	2358	6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One
DB02919	365	2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine
DB02920		Zn(Ii)-(20-Oxo-Protoporphyrin Ix)
DB02921	2559	(South)-Methanocarba-Thymidine
DB02922		Hexafluoroacetone Hydrate
DB02923	2392, 3032, 6457	Biphenyl-2,3-Diol
DB02924	6829	D-Limonene 1,2-Epoxide
DB02925	558	Piretanide
DB02926	2249, 4835, 4836	2-Oxo-Glutaric Acid
DB02927	2334	Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid
DB02928	2255	3-Amino-6-Hydroxy-Tyrosine
DB02929	6654	K201
DB02930	2718, 2817, 4837, 1750, 4838, 4839, 2878, 2897	Phosphothiophosphoric Acid-Adenylate Ester
DB02931	7094	Coa-S-Acetyl Tryptamine
DB02932	146	(2r)-N-[4-Cyano-3-(Trifluoromethyl)Phenyl]-3-[(4-Fluorophenyl)Sulfonyl]-2-Hydroxy-2-Methylpropanamide
DB02933	1958, 3679	5'-Deoxy-5'-(Methylthio)-Tubercidin
DB02934	3683	9-(6-Deoxy-Alpha-L-Talofuranosyl)-6-Methylpurine
DB02935	2091	1-Methoxy-2-(2-Methoxyethoxy)Ethane
DB02936	2981	4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid
DB02937	2434, 2922	Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate
DB02938	6500	Heptanoic Acid
DB02939	3939	[(1e)-4-Phenylbut-1-Enyl]Benzene
DB02940	6834, 6835	(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid
DB02941	2334	3-(1-Aminoethyl)Nonanedioic Acid
DB02942	3303	Inositol 1,3-Bisphosphate
DB02943	4031	N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine
DB02944	6992, 7056, 2676, 6966, 1354, 4845, 1379, 3923, 2581, 4850, 2430, 1782, 4785, 1859, 4852, 76, 1072, 1439, 1052, 554, 4856, 18, 4857, 1563, 1184, 4859, 7049, 2372, 4861, 1243, 958, 4721, 6967, 6942, 595, 4783, 852, 4193, 119, 793, 4869, 952, 20, 4871, 2207, 6858, 309, 4189, 6307, 4875, 4877, 4878, 3814, 4666, 4880, 6847, 4882, 3837, 4889, 4890, 7113, 7003, 4892, 6120, 7078, 4604, 2577, 3026, 3140, 2998, 3480, 3258, 3444, 6252, 6500, 4787	Alpha-D-Mannose
DB02945	2581	L-Iduronic Acid
DB02946		Carpropamide
DB02947	3683	2-Fluoro-2'-Deoxyadenosine
DB02948	2869	Fosmidomycin
DB02949	3291	2-Acetyl-Protoporphyrin Ix
DB02950	1058, 1771, 2240, 1742	Hymenialdisine
DB02951	2314, 3000	3-Hydroxypyruvic Acid
DB02952	1566, 5925	Alpha-Aminoisobutyric Acid
DB02953	2154	2-Thiomethyl-3-Phenylpropanoic Acid
DB02954	2632, 3323	(Carboxyhydroxyamino)Ethanoic Acid
DB02955		Ricinoleic Acid
DB02956	4895	Pentasulfide-Sulfur
DB02957		Orotidine-5'-Monophosphate
DB02958		Selenomethionine Selenoxide
DB02959	3329	Oxitriptan
DB02960	3424	1-Carboxyethylaminomethyl-4-Aminomethylbenzene
DB02961	3422	L-Rhamnose
DB02962	2264	Benzimidazole
